dataset,model,hook,extractor,fold,cell_name,train_train_accuracy,train_train_auroc,train_n_designs,eval_accuracy,eval_auroc,eval_n_designs
rf3_safeprotein,rf3,block16,identity,4,rf3_block16_identity__fold4,1.0,1.0,216,0.7407407407407407,0.7599431818181818,54
rf3_safeprotein,rf3,block16,sae_encode,0,rf3_block16_sae_encode__fold0,0.8309859154929577,0.9013916865043032,213,0.7894736842105263,0.8324324324324325,57
rf3_safeprotein,rf3,block16,sae_encode,1,rf3_block16_sae_encode__fold1,0.8611111111111112,0.941468253968254,216,0.8333333333333334,0.8380681818181818,54
rf3_safeprotein,rf3,block16,sae_encode,2,rf3_block16_sae_encode__fold2,0.8858447488584474,0.9408987585242176,219,0.5882352941176471,0.5758064516129032,51
rf3_safeprotein,rf3,block16,sae_encode,3,rf3_block16_sae_encode__fold3,0.8611111111111112,0.9372294372294372,216,0.6851851851851852,0.7258522727272727,54
rf3_safeprotein,rf3,block16,sae_encode,4,rf3_block16_sae_encode__fold4,0.8657407407407407,0.9128787878787878,216,0.6481481481481481,0.7258522727272727,54
rf3_toxinpred3,rf3,block12,identity,0,rf3_block12_identity__fold0,0.9614583333333333,0.9920480588929786,960,,0.5,0
rf3_toxinpred3,rf3,block12,identity,1,rf3_block12_identity__fold1,0.9427083333333334,0.9861318494339885,960,,0.5,0
rf3_toxinpred3,rf3,block12,identity,2,rf3_block12_identity__fold2,0.9416666666666667,0.9868697478991597,960,,0.5,0
rf3_toxinpred3,rf3,block12,identity,3,rf3_block12_identity__fold3,0.8916666666666667,0.984386936592819,960,,0.5,0
rf3_toxinpred3,rf3,block12,identity,4,rf3_block12_identity__fold4,0.8875,0.9802720675046879,960,,0.5,0
rf3_toxinpred3,rf3,block12,sae_encode,0,rf3_block12_sae_encode__fold0,0.8302083333333333,0.9134358288770054,960,,0.5,0
rf3_toxinpred3,rf3,block12,sae_encode,1,rf3_block12_sae_encode__fold1,0.7989583333333333,0.8813329050628516,960,,0.5,0
rf3_toxinpred3,rf3,block12,sae_encode,2,rf3_block12_sae_encode__fold2,0.7895833333333333,0.8682460587540801,960,,0.5,0
rf3_toxinpred3,rf3,block12,sae_encode,3,rf3_block12_sae_encode__fold3,0.8052083333333333,0.8864113827349122,960,,0.5,0
rf3_toxinpred3,rf3,block12,sae_encode,4,rf3_block12_sae_encode__fold4,0.803125,0.8791756371970276,960,,0.5,0
rf3_toxinpred3,rf3,block16,identity,0,rf3_block16_identity__fold0,0.86875,0.9860016320577818,960,,0.5,0
rf3_toxinpred3,rf3,block16,identity,1,rf3_block16_identity__fold1,0.853125,0.9746770609070075,960,,0.5,0
rf3_toxinpred3,rf3,block16,identity,2,rf3_block16_identity__fold2,0.884375,0.9761658795749705,960,,0.5,0
rf3_toxinpred3,rf3,block16,identity,3,rf3_block16_identity__fold3,0.9208333333333333,0.9772640461143135,960,,0.5,0
rf3_toxinpred3,rf3,block16,identity,4,rf3_block16_identity__fold4,0.8541666666666666,0.9738219668032502,960,,0.5,0
rf3_toxinpred3,rf3,block16,sae_encode,0,rf3_block16_sae_encode__fold0,0.8260416666666667,0.8974755191332732,960,,0.5,0
rf3_toxinpred3,rf3,block16,sae_encode,1,rf3_block16_sae_encode__fold1,0.796875,0.8737585943468297,960,,0.5,0
rf3_toxinpred3,rf3,block16,sae_encode,2,rf3_block16_sae_encode__fold2,0.7885416666666667,0.8696220223626641,960,,0.5,0
rf3_toxinpred3,rf3,block16,sae_encode,3,rf3_block16_sae_encode__fold3,0.80625,0.8806297312313355,960,,0.5,0
rf3_toxinpred3,rf3,block16,sae_encode,4,rf3_block16_sae_encode__fold4,0.8,0.8746397319258282,960,,0.5,0
rfd3_safeprotein,rfd3,block12,identity,0,rfd3_block12_identity__fold0,1.0,1.0,216,0.864406779661017,0.9299754299754299,59
rfd3_safeprotein,rfd3,block12,identity,1,rfd3_block12_identity__fold1,1.0,1.0,221,0.5185185185185185,0.6051136363636364,54
rfd3_safeprotein,rfd3,block12,identity,2,rfd3_block12_identity__fold2,1.0,1.0,221,0.7592592592592593,0.734375,54
rfd3_safeprotein,rfd3,block12,identity,3,rfd3_block12_identity__fold3,1.0,1.0,221,0.7037037037037037,0.6676136363636364,54
rfd3_safeprotein,rfd3,block12,identity,4,rfd3_block12_identity__fold4,1.0,1.0,221,0.7962962962962963,0.8366477272727273,54
rfd3_safeprotein,rfd3,block12,sae_encode,0,rfd3_block12_sae_encode__fold0,0.9259259259259259,0.9798473011363636,216,0.864406779661017,0.9815724815724816,59
rfd3_safeprotein,rfd3,block12,sae_encode,1,rfd3_block12_sae_encode__fold1,0.9140271493212669,0.9689849624060151,221,0.5370370370370371,0.7144886363636364,54
rfd3_safeprotein,rfd3,block12,sae_encode,2,rfd3_block12_sae_encode__fold2,0.9321266968325792,0.9764183185235816,221,0.7407407407407407,0.796875,54
rfd3_safeprotein,rfd3,block12,sae_encode,3,rfd3_block12_sae_encode__fold3,0.9366515837104072,0.9764183185235816,221,0.6666666666666666,0.7272727272727273,54
rfd3_safeprotein,rfd3,block12,sae_encode,4,rfd3_block12_sae_encode__fold4,0.9276018099547512,0.9729152426520847,221,0.6851851851851852,0.7926136363636364,54
rfd3_safeprotein,rfd3,block6,identity,0,rfd3_block6_identity__fold0,0.9444444444444444,0.9946732954545454,216,0.6779661016949152,0.6228501228501229,59
rfd3_safeprotein,rfd3,block6,identity,1,rfd3_block6_identity__fold1,0.9728506787330317,0.9939336978810663,221,0.6481481481481481,0.7684659090909091,54
rfd3_safeprotein,rfd3,block6,identity,2,rfd3_block6_identity__fold2,0.9728506787330317,0.9982057416267942,221,0.5740740740740741,0.5795454545454546,54
rfd3_safeprotein,rfd3,block6,identity,3,rfd3_block6_identity__fold3,0.9728506787330317,0.9971804511278195,221,0.5370370370370371,0.5539772727272727,54
rfd3_safeprotein,rfd3,block6,identity,4,rfd3_block6_identity__fold4,0.9457013574660633,0.9917976760082023,221,0.7037037037037037,0.75,54
rfd3_safeprotein,rfd3,block6,sae_encode,0,rfd3_block6_sae_encode__fold0,0.8101851851851852,0.8674538352272727,216,0.559322033898305,0.5982800982800983,59
rfd3_safeprotein,rfd3,block6,sae_encode,1,rfd3_block6_sae_encode__fold1,0.7692307692307693,0.8965311004784688,221,0.7777777777777778,0.7940340909090909,54
rfd3_safeprotein,rfd3,block6,sae_encode,2,rfd3_block6_sae_encode__fold2,0.8642533936651584,0.929254955570745,221,0.6666666666666666,0.6335227272727273,54
rfd3_safeprotein,rfd3,block6,sae_encode,3,rfd3_block6_sae_encode__fold3,0.7737556561085973,0.8656015037593985,221,0.5740740740740741,0.5994318181818182,54
rfd3_safeprotein,rfd3,block6,sae_encode,4,rfd3_block6_sae_encode__fold4,0.8235294117647058,0.9025974025974026,221,0.5,0.5497159090909091,54
rfd3_safeprotein,rfd3,block8,identity,0,rfd3_block8_identity__fold0,0.9907407407407407,1.0,216,0.6610169491525424,0.6965601965601965,59
rfd3_safeprotein,rfd3,block8,identity,1,rfd3_block8_identity__fold1,0.995475113122172,1.0,221,0.6296296296296297,0.6676136363636364,54
rfd3_safeprotein,rfd3,block8,identity,2,rfd3_block8_identity__fold2,1.0,1.0,221,0.6296296296296297,0.671875,54
rfd3_safeprotein,rfd3,block8,identity,3,rfd3_block8_identity__fold3,1.0,1.0,221,0.4444444444444444,0.5056818181818182,54
rfd3_safeprotein,rfd3,block8,identity,4,rfd3_block8_identity__fold4,0.995475113122172,1.0,221,0.6296296296296297,0.7088068181818182,54
rfd3_safeprotein,rfd3,block8,sae_encode,0,rfd3_block8_sae_encode__fold0,0.8055555555555556,0.8936434659090909,216,0.7457627118644068,0.7039312039312039,59
rfd3_safeprotein,rfd3,block8,sae_encode,1,rfd3_block8_sae_encode__fold1,0.8099547511312217,0.8992652084757348,221,0.7962962962962963,0.8480113636363636,54
rfd3_safeprotein,rfd3,block8,sae_encode,2,rfd3_block8_sae_encode__fold2,0.8506787330316742,0.9344668489405331,221,0.6666666666666666,0.6264204545454546,54
rfd3_safeprotein,rfd3,block8,sae_encode,3,rfd3_block8_sae_encode__fold3,0.8280542986425339,0.9016575529733425,221,0.5185185185185185,0.5696022727272727,54
rfd3_safeprotein,rfd3,block8,sae_encode,4,rfd3_block8_sae_encode__fold4,0.8280542986425339,0.9231032125768968,221,0.6666666666666666,0.6889204545454546,54
