design_id,label,source_id
hazard_M1LBP0,1,hazard_M1LBP0
hazard_O18423,1,hazard_O18423
hazard_O57413,1,hazard_O57413
hazard_P00598,1,hazard_P00598
hazard_P00608,1,hazard_P00608
hazard_P00609,1,hazard_P00609
hazard_P00617,1,hazard_P00617
hazard_P00624,1,hazard_P00624
hazard_P00626,1,hazard_P00626
hazard_P01538,1,hazard_P01538
hazard_P01543,1,hazard_P01543
hazard_P01544,1,hazard_P01544
hazard_P04084,1,hazard_P04084
hazard_P04361,1,hazard_P04361
hazard_P08943,1,hazard_P08943
hazard_P09332,1,hazard_P09332
hazard_P09872,1,hazard_P09872
hazard_P09989,1,hazard_P09989
hazard_P0A0L2,1,hazard_P0A0L2
hazard_P0A0L8,1,hazard_P0A0L8
hazard_P0CE82,1,hazard_P0CE82
hazard_P0CG56,1,hazard_P0CG56
hazard_P0DTC7,1,hazard_P0DTC7
hazard_P11407,1,hazard_P11407
hazard_P14418,1,hazard_P14418
hazard_P14420,1,hazard_P14420
hazard_P16094,1,hazard_P16094
hazard_P17935,1,hazard_P17935
hazard_P18153,1,hazard_P18153
hazard_P18965,1,hazard_P18965
hazard_P19250,1,hazard_P19250
hazard_P20474,1,hazard_P20474
hazard_P21454,1,hazard_P21454
hazard_P21742,1,hazard_P21742
hazard_P22851,1,hazard_P22851
hazard_P23807,1,hazard_P23807
hazard_P24605,1,hazard_P24605
hazard_P32092,1,hazard_P32092
hazard_P33183,1,hazard_P33183
hazard_P34071,1,hazard_P34071
hazard_P35259,1,hazard_P35259
hazard_P42485,1,hazard_P42485
hazard_P45881,1,hazard_P45881
hazard_P49121,1,hazard_P49121
hazard_P58399,1,hazard_P58399
hazard_P58464,1,hazard_P58464
hazard_P58907,1,hazard_P58907
hazard_P59071,1,hazard_P59071
hazard_P60244,1,hazard_P60244
hazard_P60623,1,hazard_P60623
hazard_P61898,1,hazard_P61898
hazard_P68742,1,hazard_P68742
hazard_P81165,1,hazard_P81165
hazard_P81397,1,hazard_P81397
hazard_P81398,1,hazard_P81398
hazard_P81458,1,hazard_P81458
hazard_P82287,1,hazard_P82287
hazard_P82896,1,hazard_P82896
hazard_P82950,1,hazard_P82950
hazard_P83512,1,hazard_P83512
hazard_P84776,1,hazard_P84776
hazard_P84786,1,hazard_P84786
hazard_P84907,1,hazard_P84907
hazard_P85314,1,hazard_P85314
hazard_P9WJ62,1,hazard_P9WJ62
hazard_P9WJ63,1,hazard_P9WJ63
hazard_Q04470,1,hazard_Q04470
hazard_Q06535,1,hazard_Q06535
hazard_Q06ZW0,1,hazard_Q06ZW0
hazard_Q1CQP3,1,hazard_Q1CQP3
hazard_Q1RP79,1,hazard_Q1RP79
hazard_Q2PHL4,1,hazard_Q2PHL4
hazard_Q2PQJ3,1,hazard_Q2PQJ3
hazard_Q45723,1,hazard_Q45723
hazard_Q5WPZ4,1,hazard_Q5WPZ4
hazard_Q65163,1,hazard_Q65163
hazard_Q6PQK2,1,hazard_Q6PQK2
hazard_Q6SLM1,1,hazard_Q6SLM1
hazard_Q6SLM2,1,hazard_Q6SLM2
hazard_Q6T179,1,hazard_Q6T179
hazard_Q6YCN3,1,hazard_Q6YCN3
hazard_Q7LZ71,1,hazard_Q7LZ71
hazard_Q7LZK5,1,hazard_Q7LZK5
hazard_Q7LZK8,1,hazard_Q7LZK8
hazard_Q7SID6,1,hazard_Q7SID6
hazard_Q7SZE1,1,hazard_Q7SZE1
hazard_Q7T247,1,hazard_Q7T247
hazard_Q7T248,1,hazard_Q7T248
hazard_Q7T2Q0,1,hazard_Q7T2Q0
hazard_Q7T2Q1,1,hazard_Q7T2Q1
hazard_Q7T3S7,1,hazard_Q7T3S7
hazard_Q805F6,1,hazard_Q805F6
hazard_Q805F7,1,hazard_Q805F7
hazard_Q8AV97,1,hazard_Q8AV97
hazard_Q8AV98,1,hazard_Q8AV98
hazard_Q8AXY1,1,hazard_Q8AXY1
hazard_Q8AYA3,1,hazard_Q8AYA3
hazard_Q8JI39,1,hazard_Q8JI39
hazard_Q8JIV9,1,hazard_Q8JIV9
hazard_Q8NKX2,1,hazard_Q8NKX2
hazard_Q90121,1,hazard_Q90121
hazard_Q90249,1,hazard_Q90249
hazard_Q95NY5,1,hazard_Q95NY5
hazard_Q9DEF8,1,hazard_Q9DEF8
hazard_Q9DEF9,1,hazard_Q9DEF9
hazard_Q9DF52,1,hazard_Q9DF52
hazard_Q9I788,1,hazard_Q9I788
hazard_Q9I834,1,hazard_Q9I834
hazard_Q9I840,1,hazard_Q9I840
hazard_Q9I841,1,hazard_Q9I841
hazard_Q9I8X1,1,hazard_Q9I8X1
hazard_Q9IAM1,1,hazard_Q9IAM1
hazard_Q9IAT9,1,hazard_Q9IAT9
hazard_Q9PW35,1,hazard_Q9PW35
