source_id,label,source_file
train_pos_255,1,/mnt/nw/home/m.yu/repos/foundry/datasets/toxinpred3/train_pos.csv
train_pos_256,1,/mnt/nw/home/m.yu/repos/foundry/datasets/toxinpred3/train_pos.csv
train_pos_257,1,/mnt/nw/home/m.yu/repos/foundry/datasets/toxinpred3/train_pos.csv
train_pos_258,1,/mnt/nw/home/m.yu/repos/foundry/datasets/toxinpred3/train_pos.csv
train_pos_259,1,/mnt/nw/home/m.yu/repos/foundry/datasets/toxinpred3/train_pos.csv
train_pos_260,1,/mnt/nw/home/m.yu/repos/foundry/datasets/toxinpred3/train_pos.csv
train_pos_261,1,/mnt/nw/home/m.yu/repos/foundry/datasets/toxinpred3/train_pos.csv
train_pos_262,1,/mnt/nw/home/m.yu/repos/foundry/datasets/toxinpred3/train_pos.csv
train_pos_263,1,/mnt/nw/home/m.yu/repos/foundry/datasets/toxinpred3/train_pos.csv
train_pos_264,1,/mnt/nw/home/m.yu/repos/foundry/datasets/toxinpred3/train_pos.csv
train_pos_265,1,/mnt/nw/home/m.yu/repos/foundry/datasets/toxinpred3/train_pos.csv
train_pos_266,1,/mnt/nw/home/m.yu/repos/foundry/datasets/toxinpred3/train_pos.csv
train_pos_267,1,/mnt/nw/home/m.yu/repos/foundry/datasets/toxinpred3/train_pos.csv
train_pos_268,1,/mnt/nw/home/m.yu/repos/foundry/datasets/toxinpred3/train_pos.csv
train_pos_269,1,/mnt/nw/home/m.yu/repos/foundry/datasets/toxinpred3/train_pos.csv
train_pos_270,1,/mnt/nw/home/m.yu/repos/foundry/datasets/toxinpred3/train_pos.csv
train_pos_271,1,/mnt/nw/home/m.yu/repos/foundry/datasets/toxinpred3/train_pos.csv
train_pos_272,1,/mnt/nw/home/m.yu/repos/foundry/datasets/toxinpred3/train_pos.csv
train_pos_273,1,/mnt/nw/home/m.yu/repos/foundry/datasets/toxinpred3/train_pos.csv
train_pos_274,1,/mnt/nw/home/m.yu/repos/foundry/datasets/toxinpred3/train_pos.csv
train_pos_275,1,/mnt/nw/home/m.yu/repos/foundry/datasets/toxinpred3/train_pos.csv
train_pos_276,1,/mnt/nw/home/m.yu/repos/foundry/datasets/toxinpred3/train_pos.csv
train_pos_277,1,/mnt/nw/home/m.yu/repos/foundry/datasets/toxinpred3/train_pos.csv
train_pos_278,1,/mnt/nw/home/m.yu/repos/foundry/datasets/toxinpred3/train_pos.csv
train_pos_279,1,/mnt/nw/home/m.yu/repos/foundry/datasets/toxinpred3/train_pos.csv
